Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7012","December","2021","2021","°c","3.162","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7012","December","2022","2022","°c","0.591","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7012","December","2023","2023","°c","3.414","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7012","December","2016","2016","°c","0.855","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7012","December","2017","2017","°c","0.855","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7012","December","2018","2018","°c","0.855","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7012","December","2019","2019","°c","0.855","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7012","December","2020","2020","°c","0.855","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7012","December","2021","2021","°c","0.855","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7012","December","2022","2022","°c","0.855","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7012","December","2023","2023","°c","0.855","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7016","Dec–Jan–Feb","2016","2016","°c","3.223","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7016","Dec–Jan–Feb","2017","2017","°c","2.049","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7016","Dec–Jan–Feb","2018","2018","°c","1.864","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7016","Dec–Jan–Feb","2019","2019","°c","1.338","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7016","Dec–Jan–Feb","2020","2020","°c","1.596","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7016","Dec–Jan–Feb","2021","2021","°c","1.14","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7016","Dec–Jan–Feb","2022","2022","°c","1.452","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7016","Dec–Jan–Feb","2023","2023","°c","1.799","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7016","Dec–Jan–Feb","2016","2016","°c","0.723","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7016","Dec–Jan–Feb","2017","2017","°c","0.723","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7016","Dec–Jan–Feb","2018","2018","°c","0.723","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7016","Dec–Jan–Feb","2019","2019","°c","0.723","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7016","Dec–Jan–Feb","2020","2020","°c","0.723","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7016","Dec–Jan–Feb","2021","2021","°c","0.723","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7016","Dec–Jan–Feb","2022","2022","°c","0.723","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7016","Dec–Jan–Feb","2023","2023","°c","0.723","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7017","Mar–Apr–May","2016","2016","°c","2.199","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7017","Mar–Apr–May","2017","2017","°c","1.457","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7017","Mar–Apr–May","2018","2018","°c","1.267","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7017","Mar–Apr–May","2019","2019","°c","1.049","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7017","Mar–Apr–May","2020","2020","°c","1.311","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7017","Mar–Apr–May","2021","2021","°c","0.996","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7017","Mar–Apr–May","2022","2022","°c","1.121","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7017","Mar–Apr–May","2023","2023","°c","0.413","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7017","Mar–Apr–May","2016","2016","°c","0.449","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7017","Mar–Apr–May","2017","2017","°c","0.449","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7017","Mar–Apr–May","2018","2018","°c","0.449","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7017","Mar–Apr–May","2019","2019","°c","0.449","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7017","Mar–Apr–May","2020","2020","°c","0.449","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7017","Mar–Apr–May","2021","2021","°c","0.449","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7017","Mar–Apr–May","2022","2022","°c","0.449","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7017","Mar–Apr–May","2023","2023","°c","0.449","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7018","Jun–Jul–Aug","2016","2016","°c","1.354","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7018","Jun–Jul–Aug","2017","2017","°c","0.853","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7018","Jun–Jul–Aug","2018","2018","°c","1.164","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7018","Jun–Jul–Aug","2019","2019","°c","0.944","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7018","Jun–Jul–Aug","2020","2020","°c","1.183","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7018","Jun–Jul–Aug","2021","2021","°c","1.318","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7018","Jun–Jul–Aug","2022","2022","°c","1.358","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7018","Jun–Jul–Aug","2023","2023","°c","1.078","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7018","Jun–Jul–Aug","2016","2016","°c","0.285","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7018","Jun–Jul–Aug","2017","2017","°c","0.285","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7018","Jun–Jul–Aug","2018","2018","°c","0.285","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7018","Jun–Jul–Aug","2019","2019","°c","0.285","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7018","Jun–Jul–Aug","2020","2020","°c","0.285","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7018","Jun–Jul–Aug","2021","2021","°c","0.285","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7018","Jun–Jul–Aug","2022","2022","°c","0.285","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7018","Jun–Jul–Aug","2023","2023","°c","0.285","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7019","Sep–Oct–Nov","2016","2016","°c","2.088","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7019","Sep–Oct–Nov","2017","2017","°c","1.326","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7019","Sep–Oct–Nov","2018","2018","°c","0.772","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7019","Sep–Oct–Nov","2019","2019","°c","0.761","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7019","Sep–Oct–Nov","2020","2020","°c","1.169","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7019","Sep–Oct–Nov","2021","2021","°c","1.168","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7019","Sep–Oct–Nov","2022","2022","°c","0.878","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7019","Sep–Oct–Nov","2023","2023","°c","1.505","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7019","Sep–Oct–Nov","2016","2016","°c","0.502","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7019","Sep–Oct–Nov","2017","2017","°c","0.502","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7019","Sep–Oct–Nov","2018","2018","°c","0.502","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7019","Sep–Oct–Nov","2019","2019","°c","0.502","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7019","Sep–Oct–Nov","2020","2020","°c","0.502","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7019","Sep–Oct–Nov","2021","2021","°c","0.502","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7019","Sep–Oct–Nov","2022","2022","°c","0.502","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7019","Sep–Oct–Nov","2023","2023","°c","0.502","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7020","Meteorological year","2016","2016","°c","2.216","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.421","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7020","Meteorological year","2018","2018","°c","1.267","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.023","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7020","Meteorological year","2020","2020","°c","1.315","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.155","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7020","Meteorological year","2022","2022","°c","1.202","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7020","Meteorological year","2023","2023","°c","1.199","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7020","Meteorological year","2016","2016","°c","0.306","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7020","Meteorological year","2017","2017","°c","0.306","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7020","Meteorological year","2018","2018","°c","0.306","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7020","Meteorological year","2019","2019","°c","0.306","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7020","Meteorological year","2020","2020","°c","0.306","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7020","Meteorological year","2021","2021","°c","0.306","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7020","Meteorological year","2022","2022","°c","0.306","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7020","Meteorological year","2023","2023","°c","0.306","E","Estimated value"
